titulo, link, fecha
Cáncer de mama – Dirección de Comunicación de la Ciencia,https://www.uv.mx/cienciauv/blog/cancermama/,22 oct. 2014 —
Cáncer de mama| autoexploración y detección - ClikiSalud.net,https://www.clikisalud.net/temas-cancer/cancer-de-mama-autoexploracion-y-deteccion/,21 mar. 2014 —
DETECTA A TIEMPO EL CÁNCER DE MAMA Y SALVA TU VIDA,http://www.sociedadcivil.pri.org.mx/Articulos/Articulo.aspx?y=1844,22 may. 2014 —
Cáncer de mama| detéctalo a tiempo y ¡salva tu vida ...,https://sanatoriolaluz.mx/cancer-mama-detectalo-a-tiempo-salva-vida/,7 may. 2014 —
Características clínicas y epidemiológicas de pacientes con ...,http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-00992014000100020,por M Paez Gómez · 2014 · Mencionado por 7 —
Detección temprana de cáncer de mama y cervicouterino en ...,http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342014000500018,por L Campero · 2014 · Mencionado por 17 —
Indicadores del proceso de tamizaje de cáncer de mama en ...,http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342014000500020,por S Uscanga-Sánchez · 2014 · Mencionado por 7 —
HISTORIA CLÍNICA CÁNCER DE MAMA Datos del paciente,http://mixacademico.alianzamedicamexicana.com/medicoTransforma/cancerM/descargables/HojadeCaptura.pdf,11 jun. 2014 —
Cáncer de mama en LALEO,https://www.laleo.com/cancer-de-mama-p-11289.html,20 mar. 2014 —
Cáncer de mama| un problema a vencer • Forbes México,https://www.forbes.com.mx/cancer-de-mama-un-problema-vencer/,9 oct. 2014 —
Suma de esfuerzos para investigar el cáncer de mama ...,http://ciencia.unam.mx/leer/305/Suma_de_esfuerzos_para_investigar_el_cancer_de_mama,27 ene. 2014 —
Cáncer de mama| el más frecuente en las mujeres ...,https://www.clikisalud.net/cancer-de-mama-el-mas-frecuente-en-las-mujeres/,19 oct. 2014 —
Etiquetas IMSS: Cáncer de mama,http://www.imss.gob.mx/tags/c%C3%A1ncer-de-mama,25 ago. 2014 —
Octubre: mes de la sensibilización del cáncer de mama ...,https://www.uv.mx/saisuv/general/octubre-mes-de-la-senbilizacion-del-cancer-de-mama/,4 dic. 2014 —
Tratamientos - Hospital Zambrano Hellion,https://www.cmzh.com.mx/servicios-y-especialidades/cancer-de-mama/tratamientos.aspx,16 dic. 2014 —
Cáncer de mama en América Latina: carga| patrones y ...,http://www.scielo.org.mx/scielo.php?pid=S0036-36342014000500022&script=sci_abstract,por A Amadou · 2014 · Mencionado por 2 —
Vista de Detección temprana de cáncer de mama y ...,https://www.saludpublica.mx/index.php/spm/article/view/7376/10584,por L Campero · 2014 · Mencionado por 17 —
triptico CAMA - Centro Nacional de Equidad de Género y ...,http://cnegsr.salud.gob.mx/contenidos/descargas/cama/Octubre/TripticoCAMA2014.pdf,21 oct. 2014 —
8 reglas para disminuir el riesgo de cáncer de mama,https://expansion.mx/lifestyle/2014/09/29/10-reglas-para-sobrevivir-al-cancer-de-mama,10 oct. 2014 —
Detección temprana y manejo integral del cáncer de mama ...,http://spmediciones.mx/libro/deteccion-temprana-y-manejo-integral-del-cancer-de-mama-agotado_3453/,18 sep. 2014 —
CONCIMIENTO SOBRE CÁNCER DE MAMA Y ...,https://www.uv.mx/blogs/favem2014/files/2014/07/Protocolo-Yaren.pdf,6 jul. 2014 —
Tesis - Universidad Veracruzana,https://www.uv.mx/blogs/favem2014/files/2014/07/Tesis-Francisca.pdf,por FMC Bontempo · 2014 —
Médicos y enfermeras del IMSS recibieron curso de detección ...,http://www.imss.gob.mx/prensa/archivo/201406/036,10 jul. 2014 —
INSTITUTO NACIONAL DE SALUD PÚBLICA,https://catalogoinsp.mx/files/tes/13143.pdf,15 mar. 2014 —
Referencia Rapida - CENETEC-Salud,http://www.cenetec.salud.gob.mx/descargas/gpc/CatalogoMaestro/ISSSTE-700-RECONSTRUCCION_DE_MAMA/GRR_MAMA_FINAL.pdf,14 ene. 2014 —
Proposición con Punto de Acuerdo en materia de Cáncer de ...,http://infosen.senado.gob.mx/sgsp/gaceta/62/3/2014-10-23-1/assets/documentos/PA_Arriola_Cancer_de_Mama.pdf,23 oct. 2014 —
El impacto financiero del cáncer de mama - Expansión,https://expansion.mx/mi-dinero/2014/10/01/gasto-catastrofico-padecer-cancer-de-mama,2 oct. 2014 —
Universidad Autónoma del Estado de México ... - RI UAEMex,http://ri.uaemex.mx/bitstream/handle/20.500.11799/68228/Tesis%20Ma.%20Eugenia%20Pantale%C3%B3n.pdf?sequence=1&isAllowed=y,20 feb. 2014 —
Primera mastectomía en América por cáncer de mama ...,https://www.anmm.org.mx/GMM/2014/n5/GMM_150_2014_5_470-477.pdf,por XA López · 2014 —
ULTRASONIDO MAMARIO| UN AUXILAR EN LA DETECCIÓN ...,http://www.ultrasonido4d.com.mx/ultrasonido-mamario-un-auxilar-en-la-deteccion-del-cancer-de-mama/,17 jun. 2014 —
Nombre de alumno DRA. JOSEFINA ALVARO VASQUEZ. R1 ...,http://www.uv.mx/blogs/favem2014/files/2014/06/Josefina.pdf,25 jun. 2014 —
Factores que influyen en la falta de realización de ...,https://www.uv.mx/blogs/favem2014/files/2014/06/Protocolo-Nadia.pdf,29 jun. 2014 —
Protocolo - Universidad Veracruzana,https://www.uv.mx/blogs/favem2014/files/2014/06/Protocolo-Guadalupe.pdf,2 jul. 2014 —
Realiza CUCS estudios genéticos para identificar cáncer de ...,https://www.cucs.udg.mx/noticias/archivo-de-noticias/realiza-cucs-estudios-gen-ticos-para-identificar-c-ncer-de-mama,20 nov. 2014 —
Encuentran beneficios del yoga en mujeres que superaron el ...,https://www.clikisalud.net/encuentran-beneficios-del-yoga-en-mujeres-que-superaron-el-cancer-de-mama/,29 ene. 2014 —
Programa integral de atención al cáncer de mama salva la ...,https://www.gob.mx/salud/prensa/programa-integral-de-atencion-al-cancer-de-mama-salva-la-vida-de-mujeres,9 ago. 2014 —
Tratamiento evita caída del cabello a mujeres con cáncer de ...,https://www.gob.mx/salud/prensa/tratamiento-evita-caida-del-cabello-a-mujeres-con-cancer-de-mama,25 dic. 2014 —
Salud de Tlaxcala,https://www.saludtlax.gob.mx/index.php/component/content/article/8-noticias/210-atiende-sesa-cerca-de-9-mil-mujeres-para-prevenir-el-cancer-de-mama,17 sep. 2014 —
Realiza CUCS estudios genéticos para identificar cáncer de ...,http://www.cucs.udg.mx/noticias/archivo-de-noticias/realiza-cucs-estudios-gen-ticos-para-identificar-c-ncer-de-mama?page=1,20 nov. 2014 —
Redalyc.Detección temprana de cáncer de mama y ...,https://www.redalyc.org/pdf/106/10632373013.pdf,por L Campero · 2014 · Mencionado por 17 —
Redalyc.CÁNCER DE MAMA MODELO EXPERIMENTAL EN ...,https://www.redalyc.org/pdf/3756/375633969004.pdf,2 jun. 2014 —
Redalyc.Conceptos actuales en el cáncer mamario,https://www.redalyc.org/pdf/662/66242703001.pdf,por I Alvarado-Cabrero · 2015 · Mencionado por 2 —
