titulo, link, fecha
Investigación genómica contra el cáncer de mama - Ciencia ...,http://ciencia.unam.mx/leer/273/Investigacion_genomica_contra_el_cancer_de_mama,18 oct. 2013 —
,https://www.cancer.net/es/tipos-de-c%C3%A1ncer/cancer-de-mama/estadisticas,nan
,https://www.cdc.gov/spanish/cancer/breast/basic_info/diagnosis.htm,nan
,https://www.unotv.com/nacional/cancer-de-mama-donde-acudir-y-que-hacer-cuando-se-tiene-sospecha/,nan
,https://www.cancer.net/es/tipos-de-c%C3%A1ncer/c%C3%A1ncer-de-mama/detecci%C3%B3n,nan
Médica Sur apoya la información y diagnóstico oportuno de ...,http://www.medicasur.com.mx/es_mx/ms/medica-sur-apoya-la-informacion-y-diagnostico-oportuno-de-cancer-de-mama-en-este-mes,1 oct. 2013 —
BOLETÍN CÁNCER DE MAMA - Disur,http://www.distribuidoradisur.com.mx/Newsletter/NewsOctubre.pdf,19 oct. 2013 —
El cáncer de mama - Blog UDLAP,http://blog.udlap.mx/blog/2013/10/sobre-cancer-de-mama/,18 oct. 2013 —
¿QUÉ ES EL CÁNCER DE MAMA? - Beneficencia Española ...,https://www.beneficenciaespanola.com.mx/que-es-el-cancer-de-mama/,26 jul. 2013 —
19 de octubre - El día mundial de la lucha contra el cáncer de ...,https://www.udg.mx/es/efemerides/19-octubre-0,19 oct. 2013 —
Octubre mes de la lucha contra el cáncer de mama – Hospital ...,https://hospitalangeleschihuahua.mx/octubre-mes-de-la-lucha-contra-el-cancer-de-mama-2/,24 oct. 2013 —
Vivir con cáncer de mama a los 24 años (testimonio),https://www.animalpolitico.com/2013/10/fui-diagnosticada-con-cancer-de-mama-a-los-24-anos/,22 oct. 2013 —
Médica Sur apoya la información y diagnóstico oportuno de ...,https://www.medicasur.com.mx/es_mx/ms/medica-sur-apoya-la-informacion-y-diagnostico-oportuno-de-cancer-de-mama-en-este-mes,1 oct. 2013 —
Si sospecho que tengo cáncer de mama| ¿dónde me atiendo?,https://expansion.mx/salud/2013/10/19/si-sospecho-que-tengo-cancer-de-mama-donde-me-atiendo,19 oct. 2013 —
Únete a la lucha contra el Cáncer de Mama | ANAFARMEX,https://www.anafarmex.com.mx/unete-a-la-lucha-contra-el-cancer-de-mama/,24 oct. 2013 —
Desarrollo e implementación de guías para el aseguramiento ...,http://www.scielo.org.mx/scielo.php?pid=S0036-36342013000400010&script=sci_abstract&tlng=es,por L von Karsa · 2013 —
Instituto Nacional de Salud Pública,http://dged.salud.gob.mx/contenidos/deppes/descargas/SPSS/EXT10_SPSS_SE.pdf,14 feb. 2013 —
19 de Octubre| Día Internacional de lucha contra el Cáncer de ...,https://www.congresojal.gob.mx/boletines/19-de-octubre-d-internacional-de-lucha-contra-el-c-ncer-de-mama,20 nov. 2013 —
Cáncer de mama| enemigo costoso y silencioso • Forbes México,https://www.forbes.com.mx/cancer-de-mama-enemigo-costoso-y-silencioso/,22 oct. 2013 —
Objetivo General Cáncer de Mama - Salud de Tlaxcala,https://www.saludtlax.gob.mx/index.php/component/content/article/9-servsalud/108-salud-reproductiva-cancer-en-la-mujer,8 jul. 2013 —
Objetivo General Cáncer de Mama - Salud de Tlaxcala,https://www.saludtlax.gob.mx/index.php/component/content/article/9-servsalud/108-salud-reproductiva-cancer-en-la-mujer?Itemid=101,8 jul. 2013 —
Salud de Tlaxcala,https://www.saludtlax.gob.mx/index.php/component/content/article/8-noticias/159-realiza-sesa-caminata-contra-la-lucha-de-cancer-de-mama-en-tlaxcala,19 oct. 2013 —
Importancia de la prevención secundaria en el ... - Pemex,https://www.pemex.com/servicios/salud/TuSalud/BoletinSalud/Documents/Revista%209/6.-%20Importancia%20de%20la%20prevenci%C3%B3n%20secundaria%20en%20el%20c%C3%A1ncer%20de%20mama.pdf,22 sep. 2013 —
Redalyc.Embarazo y cáncer de mama,https://www.redalyc.org/pdf/662/66225687004.pdf,por N Ramírez-Torres · 2013 · Mencionado por 1 —
Redalyc.Determinantes sociodemográficos del acceso a la ...,https://www.redalyc.org/pdf/731/73126334002.pdf,por MA Botero · 2013 · Mencionado por 24 —
Cáncer de mama: prevención y control | Presidencia de la ...,https://www.gob.mx/epn/es/articulos/cancer-de-mama-prevencion-y-control?idiom=es,19 oct. 2013 —
Cáncer de mama: prevención y control | Presidencia de la ...,https://www.gob.mx/epn/es/articulos/cancer-de-mama-prevencion-y-control?tab=,19 oct. 2013 —
El Instituto Carlos Slim de la Salud y la Genómica del Cáncer ...,https://salud.carlosslim.org/dia-de-la-genomica-del-cancer-de-mama/,16 oct. 2013 —
UNIVERSIDAD AUTÓNOMA DEL ESTADO DE ... - RI UAEMex,http://ri.uaemex.mx/bitstream/handle/20.500.11799/13688/399793.pdf?sequence=1&isAllowed=y,15 feb. 2013 —
Factores de Riesgo y Prevención del Cáncer de Mama ...,https://www.digyfem.com.mx/articulos/factores-de-riesgo-y-prevencion-del-cancer-de-mama/,25 oct. 2013 —
Reportaje – Avances en estudios contra cáncer de mama ...,https://cimacnoticias.com.mx/noticia/reportaje-avances-en-estudios-contra-cancer-de-mama/,7 oct. 2013 —
Desarrollo e implementación de guías para el aseguramiento ...,http://www.scielo.org.mx/scielo.php?script=sci_abstract&pid=S0036-36342013000400010&lng=pt&nrm=iso&tlng=es,23 jul. 2013 —
Cáncer de mamas: La importancia del autoexamen en la ...,https://www.clikisalud.net/cancer-de-mamas-la-importancia-del-autoexamen-en-la-adolescencia/,30 abr. 2013 —
Latinas desarrollan cáncer de mama a edades más tempranas,https://www.animalpolitico.com/2013/10/latinas-desarrollan-cancer-de-mama-a-edades-mas-tempranas/,23 oct. 2013 —
Tomar café detiene cáncer de mama - Portal Odontólogos,https://www.odontologos.mx/odontologos/noticias/836/tomar-cafe-detiene-cancer-de-mama,14 oct. 2013 —
Hospital de la Mujer realiza detecciones y ciclo de ...,https://www.jalisco.gob.mx/es/prensa/noticias/5332,19 jun. 2013 —
Conmemoración del Día Mundial de la Lucha contra el ...,https://www.jalisco.gob.mx/es/prensa/discursos/7926,20 oct. 2013 —
Los casos de cáncer de mama en el mundo aumentan un 20 ...,https://expansion.mx/salud/2013/12/12/los-casos-de-cancer-de-mama-en-el-mundo-aumentan-un-20-desde-2008,12 dic. 2013 —
Analiza universitario la relación entre inflamación y cáncer de ...,https://www.dgcs.unam.mx/boletin/bdboletin/2013_569.html,22 sep. 2013 —
Guanajuato| cuarto lugar nacional en estudios para prevenir ...,https://www.elfinanciero.com.mx/politica/guanajuato-cuarto-lugar-nacional-en-estudios-para-prevenir-el-cancer-de-mama,18 oct. 2013 —
Redalyc.Tratando Pacientes Jóvenes con Cáncer de Mama ...,http://www.redalyc.org/pdf/3756/375634876010.pdf,15 jun. 2013 —
Redalyc.Toxicidad cutánea a corto plazo de pacientes con ...,http://www.redalyc.org/pdf/434/43429451004.pdf,por R Loría-Ruiz · 2013 —
FOLLETO MAMA - STUNAM,https://stunam.org.mx/17accion/cideg/03autoexploracion.pdf,14 abr. 2013 —
Aumenta cáncer de mama 20% desde 2008: OMS | Aristegui ...,https://aristeguinoticias.com/1212/mundo/aumenta-cancer-de-mama-20-desde-2008-oms/,13 dic. 2013 —
